SaleDate,ProductName,StoreName,QuantitySold,Revenue,StockAvailable,LeadTimeDays,Promotion,Month,DayOfWeek,DemandLevel
2025-01-20,Monitor,Delhi,1,12000,68,10,0,1,0,Low
2025-03-25,Keyboard,Chennai,17,25500,113,1,1,3,1,Medium
2025-11-13,Laptop,Chennai,5,275000,99,5,1,11,3,Low
2025-03-05,Keyboard,Bangalore,23,34500,92,6,0,3,2,High
2025-04-09,Printer,Hyderabad,23,414000,37,5,1,4,2,High
2025-07-05,Laptop,Chennai,19,1045000,161,3,1,7,5,Medium
2025-11-23,Mouse,Hyderabad,28,19600,150,2,0,11,6,High
2025-01-25,Monitor,Hyderabad,21,252000,55,4,0,1,5,High
2025-10-30,Tablet,Delhi,19,570000,181,2,1,10,3,Medium
2025-10-02,Keyboard,Hyderabad,18,27000,24,7,1,10,3,Medium
2025-03-04,SSD,Delhi,21,94500,38,7,1,3,1,High
2025-01-15,Monitor,Mumbai,5,60000,239,4,0,1,2,Low
2025-06-08,Monitor,Mumbai,1,12000,80,6,0,6,6,Low
2025-10-07,SSD,Mumbai,13,58500,170,4,0,10,1,Medium
2025-07-15,Keyboard,Bangalore,16,24000,87,10,0,7,1,Medium
2025-11-26,Router,Mumbai,29,72500,25,4,0,11,2,High
2025-10-06,Router,Delhi,10,25000,205,9,1,10,0,Medium
2025-10-20,Mouse,Bangalore,19,13300,168,8,0,10,0,Medium
2025-12-25,Monitor,Bangalore,11,132000,11,8,1,12,3,Medium
2025-05-29,Printer,Chennai,27,486000,81,8,1,5,3,High
2025-02-12,Router,Chennai,22,55000,225,8,0,2,2,High
2025-07-25,Laptop,Hyderabad,8,440000,219,4,0,7,4,Low
2025-11-13,Monitor,Bangalore,9,108000,222,1,1,11,3,Low
2025-11-20,Mouse,Mumbai,29,20300,146,8,1,11,3,High
2025-06-10,Monitor,Delhi,10,120000,186,7,1,6,1,Medium
2025-09-16,Printer,Delhi,9,162000,108,3,1,9,1,Low
2025-06-20,Laptop,Mumbai,18,990000,96,4,1,6,4,Medium
2025-12-03,Laptop,Chennai,11,605000,153,6,0,12,2,Medium
2025-05-03,SSD,Bangalore,15,67500,127,9,1,5,5,Medium
2025-03-30,Keyboard,Bangalore,4,6000,42,2,0,3,6,Low
2025-05-30,Laptop,Chennai,3,165000,216,4,0,5,4,Low
2025-10-03,Tablet,Mumbai,25,750000,61,8,1,10,4,High
2025-12-16,Tablet,Chennai,18,540000,53,1,0,12,1,Medium
2025-04-23,Mouse,Chennai,21,14700,109,10,0,4,2,High
2025-03-06,Mouse,Chennai,14,9800,167,5,1,3,3,Medium
2025-08-16,Router,Hyderabad,16,40000,29,6,1,8,5,Medium
2025-12-23,Monitor,Chennai,27,324000,68,4,0,12,1,High
2025-11-02,Router,Mumbai,19,47500,114,7,0,11,6,Medium
2025-04-21,SSD,Mumbai,7,31500,26,4,1,4,0,Low
2025-05-30,Mouse,Delhi,16,11200,225,4,0,5,4,Medium
2025-06-27,Router,Chennai,5,12500,236,6,0,6,4,Low
2025-05-28,Laptop,Bangalore,5,275000,27,5,1,5,2,Low
2025-07-13,Laptop,Hyderabad,22,1210000,168,4,1,7,6,High
2025-06-06,Printer,Mumbai,10,180000,39,6,0,6,4,Medium
2025-10-06,Tablet,Delhi,21,630000,53,8,0,10,0,High
2025-03-06,Laptop,Bangalore,2,110000,165,2,1,3,3,Low
2025-02-28,Monitor,Bangalore,14,168000,44,1,0,2,4,Medium
2025-10-01,Monitor,Hyderabad,10,120000,229,6,1,10,2,Medium
2025-12-10,Router,Bangalore,5,12500,230,7,0,12,2,Low
2025-09-12,Mouse,Bangalore,22,15400,108,4,1,9,4,High
2025-11-29,Monitor,Chennai,4,48000,250,1,1,11,5,Low
2025-12-30,Keyboard,Delhi,19,28500,35,2,0,12,1,Medium
2025-03-21,Router,Bangalore,4,10000,25,4,0,3,4,Low
2025-09-23,Tablet,Delhi,5,150000,105,4,1,9,1,Low
2025-04-21,Router,Delhi,13,32500,172,5,1,4,0,Medium
2025-01-10,Laptop,Mumbai,8,440000,42,7,0,1,4,Low
2025-04-04,Router,Bangalore,26,65000,230,8,1,4,4,High
2025-10-22,SSD,Delhi,9,40500,165,8,1,10,2,Low
2025-10-16,Printer,Hyderabad,6,108000,180,8,0,10,3,Low
2025-01-27,Printer,Bangalore,10,180000,136,9,1,1,0,Medium
2025-11-24,Monitor,Chennai,22,264000,240,1,0,11,0,High
2025-10-29,Router,Delhi,14,35000,208,4,1,10,2,Medium
2025-11-25,Printer,Mumbai,21,378000,231,7,0,11,1,High
2025-12-25,Router,Delhi,23,57500,164,4,1,12,3,High
2025-08-31,Router,Chennai,10,25000,210,5,1,8,6,Medium
2025-08-10,Keyboard,Hyderabad,10,15000,181,1,0,8,6,Medium
2025-01-29,Keyboard,Bangalore,15,22500,106,9,1,1,2,Medium
2025-03-31,Keyboard,Bangalore,2,3000,140,5,0,3,0,Low
2025-06-24,Laptop,Delhi,10,550000,53,5,0,6,1,Medium
2025-10-02,Laptop,Bangalore,23,1265000,156,3,1,10,3,High
2025-07-25,Keyboard,Delhi,12,18000,50,6,0,7,4,Medium
2025-04-15,Monitor,Hyderabad,7,84000,179,2,1,4,1,Low
2025-02-25,Tablet,Chennai,18,540000,238,4,1,2,1,Medium
2025-11-30,Monitor,Delhi,29,348000,23,8,1,11,6,High
2025-03-24,Keyboard,Mumbai,11,16500,56,9,1,3,0,Medium
2025-04-03,Keyboard,Hyderabad,9,13500,37,2,1,4,3,Low
2025-02-13,SSD,Hyderabad,18,81000,208,2,0,2,3,Medium
2025-10-16,SSD,Hyderabad,15,67500,202,6,0,10,3,Medium
2025-09-13,Keyboard,Chennai,25,37500,123,4,1,9,5,High
2025-12-19,Keyboard,Delhi,20,30000,49,2,0,12,4,High
2025-12-08,Keyboard,Chennai,29,43500,34,4,0,12,0,High
2025-08-12,Tablet,Bangalore,6,180000,98,3,1,8,1,Low
2025-11-11,Keyboard,Delhi,2,3000,185,10,0,11,1,Low
2025-09-26,Laptop,Bangalore,17,935000,244,1,1,9,4,Medium
2025-12-13,Router,Delhi,25,62500,121,3,0,12,5,High
2025-03-18,Keyboard,Hyderabad,16,24000,56,8,1,3,1,Medium
2025-02-05,Laptop,Mumbai,12,660000,46,4,0,2,2,Medium
2025-10-23,SSD,Hyderabad,28,126000,104,3,0,10,3,High
2025-01-23,Laptop,Hyderabad,15,825000,163,6,1,1,3,Medium
2025-06-28,Printer,Delhi,26,468000,71,3,1,6,5,High
2025-12-21,Router,Delhi,21,52500,44,4,1,12,6,High
2025-02-18,Router,Mumbai,19,47500,56,10,1,2,1,Medium
2025-05-29,SSD,Chennai,3,13500,159,8,1,5,3,Low
2025-09-08,Tablet,Bangalore,16,480000,157,1,1,9,0,Medium
2025-01-04,Keyboard,Bangalore,29,43500,157,10,0,1,5,High
2025-03-24,SSD,Delhi,15,67500,179,6,0,3,0,Medium
2025-07-01,Printer,Bangalore,18,324000,144,5,0,7,1,Medium
2025-07-20,Laptop,Chennai,9,495000,25,5,1,7,6,Low
2025-04-21,SSD,Mumbai,19,85500,108,4,1,4,0,Medium
2025-03-25,Laptop,Chennai,8,440000,201,1,1,3,1,Low
2025-09-10,SSD,Bangalore,1,4500,248,3,0,9,2,Low
2025-02-24,Laptop,Delhi,7,385000,231,6,0,2,0,Low
2025-02-01,Router,Mumbai,21,52500,204,2,0,2,5,High
2025-05-08,Mouse,Hyderabad,5,3500,85,9,0,5,3,Low
2025-10-23,Monitor,Hyderabad,28,336000,36,1,1,10,3,High
2025-07-19,Monitor,Hyderabad,30,360000,224,5,1,7,5,High
2025-08-20,SSD,Chennai,30,135000,186,9,0,8,2,High
2025-10-15,Keyboard,Mumbai,13,19500,109,6,1,10,2,Medium
2025-05-13,Tablet,Hyderabad,11,330000,23,6,1,5,1,Medium
2025-06-04,Monitor,Mumbai,11,132000,166,6,1,6,2,Medium
2025-12-21,Printer,Delhi,20,360000,214,2,1,12,6,High
2025-02-11,Printer,Delhi,19,342000,91,2,0,2,1,Medium
2025-07-03,Tablet,Bangalore,13,390000,243,4,1,7,3,Medium
2025-12-11,Monitor,Chennai,20,240000,228,6,1,12,3,High
2025-09-30,Router,Hyderabad,18,45000,150,2,1,9,1,Medium
2025-12-16,Mouse,Hyderabad,20,14000,55,4,0,12,1,High
2025-09-11,Keyboard,Chennai,29,43500,125,3,1,9,3,High
2025-07-11,Mouse,Hyderabad,28,19600,112,3,1,7,4,High
2025-02-13,Router,Hyderabad,6,15000,104,7,0,2,3,Low
2025-12-11,Mouse,Bangalore,10,7000,173,1,0,12,3,Medium
2025-08-14,SSD,Chennai,20,90000,174,8,1,8,3,High
2025-07-25,Monitor,Delhi,11,132000,43,3,1,7,4,Medium
2025-05-25,Keyboard,Bangalore,24,36000,86,4,1,5,6,High
2025-01-07,Printer,Hyderabad,19,342000,155,7,1,1,1,Medium
2025-01-13,Monitor,Delhi,4,48000,203,3,0,1,0,Low
2025-10-28,SSD,Hyderabad,25,112500,110,2,1,10,1,High
2025-01-06,Laptop,Hyderabad,1,55000,117,1,1,1,0,Low
2025-12-15,Printer,Delhi,16,288000,234,8,0,12,0,Medium
2025-01-19,Keyboard,Chennai,2,3000,227,7,0,1,6,Low
2025-10-13,Router,Mumbai,16,40000,196,8,0,10,0,Medium
2025-02-12,Mouse,Chennai,3,2100,206,3,0,2,2,Low
2025-01-30,Monitor,Mumbai,10,120000,92,10,1,1,3,Medium
2025-03-28,Monitor,Delhi,11,132000,62,6,1,3,4,Medium
2025-04-06,SSD,Delhi,2,9000,30,1,0,4,6,Low
2025-01-13,Router,Chennai,20,50000,194,7,1,1,0,High
2025-12-13,Router,Bangalore,26,65000,200,5,0,12,5,High
2025-12-19,Mouse,Chennai,29,20300,66,8,1,12,4,High
2025-08-01,Router,Hyderabad,11,27500,116,2,0,8,4,Medium
2025-05-17,Laptop,Bangalore,22,1210000,157,7,0,5,5,High
2025-06-26,Tablet,Bangalore,24,720000,134,10,1,6,3,High
2025-07-09,Keyboard,Chennai,10,15000,225,9,1,7,2,Medium
2025-10-20,Keyboard,Chennai,21,31500,207,7,1,10,0,High
2025-10-21,Mouse,Chennai,4,2800,21,1,0,10,1,Low
2025-01-03,SSD,Hyderabad,2,9000,179,6,1,1,4,Low
2025-12-12,Mouse,Mumbai,11,7700,45,1,1,12,4,Medium
2025-06-30,Monitor,Chennai,16,192000,137,10,1,6,0,Medium
2025-09-14,Keyboard,Bangalore,2,3000,68,6,1,9,6,Low
2025-12-29,Router,Bangalore,7,17500,239,2,1,12,0,Low
2025-08-09,Printer,Bangalore,29,522000,136,8,1,8,5,High
2025-08-10,Tablet,Delhi,25,750000,214,10,0,8,6,High
2025-09-27,Mouse,Hyderabad,17,11900,102,7,0,9,5,Medium
2025-01-29,Tablet,Mumbai,8,240000,172,2,0,1,2,Low
2025-02-01,Monitor,Bangalore,30,360000,68,6,1,2,5,High
2025-08-04,Laptop,Delhi,8,440000,238,4,1,8,0,Low
2025-08-09,Printer,Bangalore,15,270000,146,9,0,8,5,Medium
2025-04-03,Keyboard,Delhi,27,40500,209,8,1,4,3,High
2025-12-24,Monitor,Bangalore,20,240000,90,3,0,12,2,High
2025-10-11,Router,Chennai,3,7500,215,8,1,10,5,Low
2025-08-11,Keyboard,Bangalore,27,40500,36,10,1,8,0,High
2025-08-25,Tablet,Chennai,5,150000,148,4,1,8,0,Low
2025-04-16,Monitor,Hyderabad,27,324000,37,7,1,4,2,High
2025-03-06,Laptop,Chennai,21,1155000,170,9,1,3,3,High
2025-03-20,Monitor,Bangalore,5,60000,130,7,0,3,3,Low
2025-05-06,Monitor,Delhi,5,60000,137,2,1,5,1,Low
2025-09-14,Printer,Mumbai,23,414000,84,1,1,9,6,High
2025-08-07,Keyboard,Chennai,11,16500,160,4,1,8,3,Medium
2025-01-26,Mouse,Chennai,15,10500,53,10,1,1,6,Medium
2025-01-16,SSD,Hyderabad,2,9000,164,1,1,1,3,Low
2025-10-03,Router,Mumbai,2,5000,161,9,1,10,4,Low
2025-11-06,Router,Chennai,22,55000,82,8,1,11,3,High
2025-01-21,Monitor,Mumbai,4,48000,179,4,0,1,1,Low
2025-08-19,Monitor,Hyderabad,9,108000,130,5,1,8,1,Low
2025-03-16,Printer,Mumbai,25,450000,51,1,1,3,6,High
2025-09-08,Keyboard,Chennai,8,12000,148,4,1,9,0,Low
2025-05-18,Tablet,Mumbai,11,330000,36,8,0,5,6,Medium
2025-04-24,Printer,Mumbai,14,252000,117,6,0,4,3,Medium
2025-07-26,Printer,Bangalore,12,216000,218,3,1,7,5,Medium
2025-04-05,Keyboard,Chennai,28,42000,115,1,1,4,5,High
2025-03-31,Printer,Chennai,29,522000,168,6,0,3,0,High
2025-04-12,Router,Mumbai,12,30000,22,10,0,4,5,Medium
2025-05-02,Router,Delhi,14,35000,221,2,0,5,4,Medium
2025-11-11,Keyboard,Hyderabad,27,40500,76,6,0,11,1,High
2025-03-09,Monitor,Bangalore,14,168000,149,1,0,3,6,Medium
2025-06-20,Printer,Chennai,18,324000,97,9,0,6,4,Medium
2025-11-29,Tablet,Mumbai,5,150000,144,7,0,11,5,Low
2025-10-06,SSD,Mumbai,1,4500,39,4,0,10,0,Low
2025-04-23,Tablet,Delhi,24,720000,204,5,0,4,2,High
2025-10-09,Laptop,Mumbai,21,1155000,73,1,0,10,3,High
2025-09-25,Tablet,Mumbai,22,660000,217,5,1,9,3,High
2025-11-20,Printer,Delhi,1,18000,50,8,0,11,3,Low
2025-12-11,SSD,Hyderabad,21,94500,119,4,1,12,3,High
2025-11-17,Router,Bangalore,5,12500,58,4,0,11,0,Low
2025-10-04,Router,Delhi,10,25000,179,1,1,10,5,Medium
2025-02-01,Keyboard,Mumbai,29,43500,19,3,0,2,5,High
2025-11-11,SSD,Mumbai,15,67500,220,4,1,11,1,Medium
2025-11-24,Keyboard,Mumbai,3,4500,183,10,1,11,0,Low
2025-10-03,Printer,Hyderabad,19,342000,154,10,1,10,4,Medium
2025-06-25,Tablet,Mumbai,10,300000,155,9,0,6,2,Medium
2025-01-25,Laptop,Delhi,7,385000,39,4,1,1,5,Low
2025-10-24,Printer,Chennai,22,396000,10,5,1,10,4,High
2025-06-15,Tablet,Bangalore,10,300000,192,3,0,6,6,Medium
2025-12-21,Mouse,Bangalore,21,14700,120,9,1,12,6,High
2025-12-11,Tablet,Chennai,17,510000,27,9,0,12,3,Medium
2025-02-06,Monitor,Mumbai,29,348000,39,10,1,2,3,High
2025-09-13,Monitor,Chennai,9,108000,31,6,1,9,5,Low
2025-05-14,Printer,Chennai,18,324000,207,5,0,5,2,Medium
2025-03-12,Laptop,Mumbai,10,550000,108,1,1,3,2,Medium
2025-08-29,Keyboard,Bangalore,24,36000,73,9,0,8,4,High
2025-01-21,Tablet,Chennai,6,180000,201,6,1,1,1,Low
2025-08-20,Tablet,Hyderabad,27,810000,202,5,1,8,2,High
2025-06-24,Mouse,Bangalore,6,4200,29,1,1,6,1,Low
2025-06-13,Printer,Chennai,17,306000,145,8,1,6,4,Medium
2025-07-14,SSD,Mumbai,20,90000,126,7,0,7,0,High
2025-07-11,Laptop,Bangalore,25,1375000,214,8,0,7,4,High
2025-09-16,Monitor,Bangalore,30,360000,81,7,1,9,1,High
2025-03-13,SSD,Chennai,17,76500,249,10,0,3,3,Medium
2025-06-14,Monitor,Hyderabad,14,168000,20,6,1,6,5,Medium
